order_id,year,month,quarter,is_weekend_order,platform,country,customer_segment,customer_age_group,customer_gender,acquisition_channel,device_used,product_category,unit_price_usd,quantity_ordered,order_value_usd,discount_pct,discount_amount_usd,final_amount_usd,shipping_cost_usd,tax_amount_usd,total_paid_usd,payment_method,shipping_method,delivery_days,product_rating,review_submitted,returned,return_reason,customer_satisfaction,session_duration_minutes,pages_viewed,cart_abandoned_before,wishlist_used,coupon_used,subscription_member,repeat_purchase_count,loyalty_points
ORD0000400,2023,4,Q2,Yes,Noon,UK,Returning Customer,35-44,Female,Organic Search,Desktop,Beauty & Personal Care,99.16,5,495.8,0,0,495.8,4.01,25.38,525.19,Debit Card,Standard,9,5,No,No,None,Neutral,31.2,3,No,Yes,No,No,2,62
ORD0000401,2024,2,Q1,Yes,AliExpress,Bangladesh,New Customer,18-24,Male,Social Media,Mobile,Automotive,358.71,1,358.71,0,0,358.71,8.25,46.3,413.26,Debit Card,Standard,8,5,Yes,No,None,Neutral,77.3,4,Yes,Yes,Yes,No,0,0
ORD0000402,2022,8,Q3,Yes,Amazon,Saudi Arabia,Loyal Customer,18-24,Male,Social Media,Desktop,Beauty & Personal Care,53.93,1,53.93,15,8.09,45.84,3.89,4.65,54.38,Debit Card,Click & Collect,1,3,Yes,No,None,Satisfied,60.5,4,No,No,Yes,No,13,481
ORD0000403,2023,8,Q3,Yes,Flipkart,Turkey,Loyal Customer,18-24,Male,Organic Search,Mobile,Food & Grocery,100,1,100,25,25,75,0.1,10.29,85.39,Cash on Delivery,Click & Collect,2,5,No,No,None,Satisfied,36.5,4,Yes,No,Yes,No,14,462
ORD0000404,2024,1,Q1,Yes,Noon,Germany,Inactive Customer,45-54,Female,Organic Search,Desktop,Mobile & Tablets,750.82,1,750.82,15,112.62,638.2,3.28,89.91,731.39,Cash on Delivery,Standard,7,4,Yes,No,None,Satisfied,17.8,6,No,No,Yes,No,2,30
ORD0000405,2023,5,Q2,Yes,WooCommerce,Canada,VIP Customer,35-44,Male,Paid Ads,Mobile,Sports & Fitness,247.29,4,989.16,10,98.92,890.24,2.71,140.91,1033.86,Cash on Delivery,Standard,7,5,No,No,None,Satisfied,51.6,3,No,No,Yes,No,47,705
ORD0000406,2024,11,Q4,No,Daraz,Pakistan,VIP Customer,25-34,Female,Paid Ads,Desktop,Fashion & Apparel,148.35,2,296.7,0,0,296.7,0,33.39,330.09,Credit Card,Free Shipping,6,3,Yes,No,None,Neutral,19.8,5,Yes,Yes,Yes,No,46,1978
ORD0000407,2022,5,Q2,Yes,Amazon,UK,New Customer,35-44,Male,Organic Search,Desktop,Sports & Fitness,244.85,3,734.55,10,73.46,661.09,0,94.19,755.28,Cash on Delivery,Free Shipping,3,3,Yes,No,None,Satisfied,10.8,4,Yes,Yes,No,No,0,0
ORD0000408,2024,2,Q1,Yes,Shopify Store,UK,Returning Customer,18-24,Male,Organic Search,Mobile,Electronics,992.65,1,992.65,0,0,992.65,0,122.5,1115.15,Cash on Delivery,Free Shipping,4,4,No,No,None,Neutral,8.4,7,Yes,No,No,No,4,52
ORD0000409,2024,8,Q3,No,Daraz,USA,Loyal Customer,25-34,Male,Influencer,Mobile,Fashion & Apparel,153.19,1,153.19,0,0,153.19,17.95,8.04,179.18,PayPal,Express,2,4,No,No,None,Neutral,45.9,7,No,No,No,No,7,238
ORD0000410,2022,11,Q4,No,Amazon,USA,Inactive Customer,18-24,Male,Organic Search,Mobile,Automotive,257.44,2,514.88,20,102.98,411.9,6.5,26.23,444.63,Debit Card,Standard,8,2,No,No,None,Neutral,4.9,3,No,No,Yes,No,1,46
ORD0000411,2024,11,Q4,Yes,Shopify Store,Nigeria,New Customer,35-44,Male,Social Media,Mobile,Electronics,1073.64,3,3220.92,0,0,3220.92,6.88,470.72,3698.52,Cash on Delivery,Standard,5,4,Yes,No,None,Satisfied,5.3,7,Yes,Yes,Yes,No,0,0
ORD0000412,2023,10,Q4,Yes,Jumia,India,Loyal Customer,18-24,Male,Paid Ads,Desktop,Automotive,465.56,1,465.56,25,116.39,349.17,11.54,21.92,382.63,PayPal,Express,2,4,No,No,None,Very Satisfied,11.3,7,No,No,Yes,Yes,11,209
ORD0000413,2023,4,Q2,No,AliExpress,India,Returning Customer,35-44,Male,Paid Ads,Tablet,Home & Kitchen,120.77,1,120.77,10,12.08,108.69,20.15,19.78,148.62,Bank Transfer,Express,3,4,No,No,None,Very Satisfied,12.3,11,No,Yes,Yes,Yes,3,120
ORD0000414,2023,9,Q3,Yes,Amazon,USA,Returning Customer,45-54,Female,Referral,Desktop,Home & Kitchen,500,5,2500,0,0,2500,14.85,341.23,2856.08,Buy Now Pay Later,Express,2,5,No,No,None,Very Satisfied,109.1,4,No,No,No,No,3,102
ORD0000415,2022,12,Q4,Yes,Amazon,India,Returning Customer,25-34,Female,Direct,Desktop,Home & Kitchen,142.25,1,142.25,0,0,142.25,0,17.46,159.71,Cash on Delivery,Free Shipping,3,2,No,No,None,Satisfied,11.3,6,No,No,Yes,No,1,14
ORD0000416,2024,10,Q4,No,Shopify Store,Pakistan,Loyal Customer,45-54,Female,Paid Ads,Desktop,Sports & Fitness,303.76,1,303.76,20,60.75,243.01,0,47.44,290.45,Bank Transfer,Free Shipping,3,5,Yes,No,None,Satisfied,32.5,9,Yes,No,No,Yes,11,132
ORD0000417,2022,3,Q1,No,eBay,France,New Customer,35-44,Male,Social Media,Mobile,Home & Kitchen,490.01,2,980.02,0,0,980.02,24.78,100.16,1104.96,Cash on Delivery,Express,3,4,No,No,None,Dissatisfied,46.1,7,No,No,No,No,0,0
ORD0000418,2022,4,Q2,No,Amazon,Germany,New Customer,25-34,Female,Direct,Desktop,Fashion & Apparel,72.44,2,144.88,40,57.95,86.93,9.74,13.69,110.36,Credit Card,Standard,4,2,No,Yes,Wrong Item,Satisfied,73,9,No,No,No,No,0,0
ORD0000419,2024,5,Q2,No,Flipkart,Pakistan,VIP Customer,55-64,Male,Social Media,Tablet,Home & Kitchen,315.58,1,315.58,10,31.56,284.02,0,16.79,300.81,Cash on Delivery,Free Shipping,6,5,Yes,No,None,Satisfied,32.1,1,No,Yes,No,No,37,629
ORD0000420,2022,1,Q1,No,Shopify Store,Germany,Inactive Customer,45-54,Male,Organic Search,Mobile,Electronics,1020.31,1,1020.31,0,0,1020.31,3.46,94.06,1117.83,PayPal,Click & Collect,2,3,No,No,None,Satisfied,18.4,8,No,No,Yes,Yes,1,46
ORD0000421,2023,5,Q2,No,Daraz,India,Returning Customer,45-54,Male,Social Media,Tablet,Home & Kitchen,385.09,1,385.09,40,154.04,231.05,0,20.72,251.77,Cash on Delivery,Free Shipping,4,5,No,No,None,Dissatisfied,9.8,7,No,Yes,Yes,Yes,2,50
ORD0000422,2022,10,Q4,No,Amazon,UAE,Loyal Customer,35-44,Male,Paid Ads,Mobile,Electronics,1231.74,2,2463.48,20,492.7,1970.78,0,236.64,2207.42,Debit Card,Free Shipping,6,4,No,No,None,Very Satisfied,55.1,5,No,Yes,Yes,Yes,10,420
ORD0000423,2023,6,Q2,No,Amazon,Indonesia,New Customer,25-34,Female,Referral,Mobile,Toys & Games,98.89,4,395.56,25,98.89,296.67,3.49,54.75,354.91,Bank Transfer,Standard,7,4,Yes,No,None,Satisfied,18.8,6,No,Yes,No,No,0,0
ORD0000424,2024,10,Q4,Yes,AliExpress,Indonesia,Returning Customer,25-34,Female,Referral,Mobile,Beauty & Personal Care,73.59,1,73.59,0,0,73.59,24.53,8.58,106.7,Credit Card,Same Day,1,4,Yes,No,None,Satisfied,27.9,5,No,Yes,No,No,4,116
ORD0000425,2021,2,Q1,No,Shopify Store,UK,Returning Customer,25-34,Female,Organic Search,Desktop,Mobile & Tablets,511.55,1,511.55,25,127.89,383.66,8.52,45.71,437.89,Cash on Delivery,Standard,8,5,Yes,No,None,Satisfied,39.2,4,No,No,Yes,No,3,57
ORD0000426,2024,6,Q2,No,Etsy,Bangladesh,New Customer,35-44,Male,Social Media,Mobile,Beauty & Personal Care,34.62,1,34.62,20,6.92,27.7,13.79,2.4,43.89,PayPal,Express,2,4,No,No,None,Satisfied,69.9,13,Yes,Yes,Yes,Yes,0,0
ORD0000427,2023,5,Q2,Yes,Etsy,UAE,Loyal Customer,35-44,Female,Paid Ads,Tablet,Mobile & Tablets,498.4,1,498.4,20,99.68,398.72,4.36,48.03,451.11,Cryptocurrency,Standard,6,3,No,No,None,Satisfied,28.1,10,No,No,Yes,Yes,9,360
ORD0000428,2023,5,Q2,No,Jumia,Pakistan,Returning Customer,18-24,Male,Social Media,Mobile,Mobile & Tablets,875.49,1,875.49,10,87.55,787.94,21.57,77.46,886.97,Cash on Delivery,Express,3,4,Yes,No,None,Dissatisfied,121,7,Yes,No,Yes,No,2,34
ORD0000429,2024,3,Q1,No,eBay,UK,Loyal Customer,25-34,Prefer not to say,Social Media,Mobile,Beauty & Personal Care,128.9,5,644.5,30,193.35,451.15,1.71,24.11,476.97,Cash on Delivery,Click & Collect,1,4,No,No,None,Very Satisfied,19.3,9,No,Yes,No,No,10,390
ORD0000430,2023,6,Q2,No,Noon,Turkey,VIP Customer,45-54,Male,Email Campaign,Mobile,Home & Kitchen,80.38,5,401.9,15,60.28,341.62,9.68,48.02,399.32,Cash on Delivery,Standard,8,3,No,No,None,Very Satisfied,63.1,7,No,Yes,Yes,No,27,783
ORD0000431,2023,6,Q2,No,Flipkart,Bangladesh,Loyal Customer,35-44,Female,Paid Ads,Tablet,Fashion & Apparel,300,2,600,5,30,570,13.14,93.42,676.56,Cash on Delivery,Express,2,3,No,No,None,Dissatisfied,22.9,5,No,Yes,No,Yes,8,320
ORD0000432,2021,11,Q4,Yes,Flipkart,Saudi Arabia,Returning Customer,35-44,Female,Referral,Mobile,Electronics,1014.81,1,1014.81,50,507.4,507.41,6.38,59.15,572.94,Cash on Delivery,Standard,9,1,No,Yes,Wrong Item,Satisfied,10.9,8,No,Yes,Yes,No,1,24
ORD0000433,2024,3,Q1,No,AliExpress,Indonesia,Returning Customer,18-24,Male,Paid Ads,Mobile,Fashion & Apparel,180.42,1,180.42,0,0,180.42,21.42,13.23,215.07,Debit Card,Same Day,1,2,No,Yes,Wrong Item,Satisfied,6.2,5,No,No,No,No,2,28
ORD0000434,2024,1,Q1,No,Etsy,UK,Returning Customer,25-34,Prefer not to say,Influencer,Desktop,Books & Education,80,1,80,10,8,72,0,11.36,83.36,Debit Card,Free Shipping,6,4,No,No,None,Satisfied,41,6,Yes,Yes,No,Yes,4,84
ORD0000435,2024,2,Q1,Yes,AliExpress,Saudi Arabia,Inactive Customer,35-44,Male,App Notification,Smart TV App,Mobile & Tablets,931.53,1,931.53,0,0,931.53,31.36,120.71,1083.6,Credit Card,Same Day,1,4,No,No,None,Very Satisfied,9,4,Yes,No,Yes,No,2,64
ORD0000436,2021,8,Q3,No,Noon,Turkey,Inactive Customer,35-44,Female,Paid Ads,Desktop,Home & Kitchen,222.19,1,222.19,0,0,222.19,12.27,41.26,275.72,Mobile Wallet,Express,2,5,No,No,None,Very Satisfied,24.1,7,No,No,No,No,1,22
ORD0000437,2022,6,Q2,No,Jumia,France,Loyal Customer,18-24,Male,Social Media,Desktop,Mobile & Tablets,609.86,1,609.86,40,243.94,365.92,9.3,67.57,442.79,Bank Transfer,Standard,6,5,No,No,None,Neutral,41.8,4,No,Yes,No,Yes,14,560
ORD0000438,2024,3,Q1,No,eBay,Nigeria,VIP Customer,25-34,Male,Social Media,Mobile,Sports & Fitness,332.51,1,332.51,10,33.25,299.26,12.31,45.36,356.93,Credit Card,Express,3,5,Yes,No,None,Satisfied,31.6,7,No,Yes,No,Yes,45,1575
ORD0000439,2024,7,Q3,Yes,Amazon,Nigeria,Inactive Customer,35-44,Female,Referral,Desktop,Electronics,779.9,1,779.9,0,0,779.9,0,39.91,819.81,Debit Card,Free Shipping,4,4,No,No,None,Very Satisfied,24.7,9,No,No,Yes,No,2,28
ORD0000440,2023,5,Q2,Yes,Amazon,USA,Loyal Customer,55-64,Female,Social Media,Mobile,Toys & Games,137.2,1,137.2,15,20.58,116.62,7.8,14.78,139.2,Cash on Delivery,Standard,8,5,Yes,No,None,Very Satisfied,11.4,8,Yes,No,Yes,Yes,9,378
ORD0000441,2023,12,Q4,Yes,WooCommerce,UK,Returning Customer,35-44,Female,Paid Ads,Desktop,Electronics,895.8,1,895.8,30,268.74,627.06,3.71,53.12,683.89,Bank Transfer,Standard,9,4,Yes,No,None,Very Satisfied,5.8,4,Yes,Yes,Yes,Yes,3,99
ORD0000442,2021,11,Q4,Yes,eBay,Canada,Inactive Customer,35-44,Female,Email Campaign,Desktop,Beauty & Personal Care,84.88,1,84.88,20,16.98,67.9,4.85,10.03,82.78,Cash on Delivery,Click & Collect,1,5,No,No,None,Very Dissatisfied,54.2,5,Yes,No,Yes,No,1,46
ORD0000443,2023,1,Q1,Yes,Etsy,India,Loyal Customer,65+,Female,Referral,Mobile,Health & Wellness,102.94,3,308.82,5,15.44,293.38,32.54,29.46,355.38,Credit Card,Same Day,1,5,Yes,No,None,Dissatisfied,23.4,6,No,No,No,No,11,539
ORD0000444,2024,1,Q1,Yes,Etsy,USA,Loyal Customer,25-34,Prefer not to say,Paid Ads,Mobile,Fashion & Apparel,161.43,1,161.43,30,48.43,113,0,5.76,118.76,Cash on Delivery,Free Shipping,4,4,No,No,None,Satisfied,12.9,8,No,Yes,No,No,7,133
ORD0000445,2021,7,Q3,No,eBay,UK,New Customer,35-44,Prefer not to say,Email Campaign,Desktop,Fashion & Apparel,265.4,3,796.2,20,159.24,636.96,0,68.26,705.22,Credit Card,Free Shipping,4,5,Yes,No,None,Neutral,29.8,4,No,Yes,No,Yes,0,0
ORD0000446,2023,7,Q3,No,Daraz,India,VIP Customer,25-34,Male,Paid Ads,Mobile,Fashion & Apparel,300,1,300,10,30,270,0,36.96,306.96,Cryptocurrency,Free Shipping,6,4,Yes,No,None,Very Satisfied,15.3,10,Yes,Yes,No,No,44,1980
ORD0000447,2024,1,Q1,Yes,Shopify Store,India,Returning Customer,25-34,Female,Referral,Tablet,Fashion & Apparel,300,2,600,15,90,510,0,70.95,580.95,Cryptocurrency,Free Shipping,6,3,No,No,None,Very Satisfied,21.5,8,No,Yes,No,Yes,4,120
ORD0000448,2021,2,Q1,No,WooCommerce,Australia,Returning Customer,55-64,Female,Paid Ads,Mobile,Electronics,1246.27,1,1246.27,0,0,1246.27,6.87,221.82,1474.96,Debit Card,Standard,7,4,Yes,No,None,Satisfied,14.7,6,No,No,No,No,4,132
ORD0000449,2023,5,Q2,No,AliExpress,USA,Returning Customer,25-34,Female,Paid Ads,Mobile,Jewelry & Accessories,1000,1,1000,10,100,900,0,159.83,1059.83,PayPal,Free Shipping,5,5,Yes,No,None,Satisfied,144.4,8,No,No,No,No,2,22
ORD0000450,2022,10,Q4,No,WooCommerce,Pakistan,Inactive Customer,18-24,Female,Email Campaign,Mobile,Electronics,985.81,2,1971.62,15,295.74,1675.88,22.86,183.08,1881.82,Debit Card,Express,2,4,No,No,None,Satisfied,31.4,8,No,Yes,Yes,Yes,0,0
ORD0000451,2024,11,Q4,Yes,Shopify Store,Turkey,Returning Customer,55-64,Female,Email Campaign,Mobile,Home & Kitchen,105.96,1,105.96,15,15.89,90.07,21.86,10.41,122.34,PayPal,Express,2,5,Yes,No,None,Satisfied,11.7,3,No,Yes,No,Yes,2,20
ORD0000452,2024,7,Q3,Yes,Noon,Indonesia,Returning Customer,18-24,Female,App Notification,Desktop,Electronics,1163.84,2,2327.68,10,232.77,2094.91,31.13,110.61,2236.65,PayPal,Same Day,1,5,No,No,None,Very Satisfied,17.6,2,No,No,No,No,2,80
ORD0000453,2024,7,Q3,No,Shopify Store,India,Loyal Customer,25-34,Female,Social Media,Desktop,Toys & Games,68.05,2,136.1,0,0,136.1,0,21.06,157.16,Debit Card,Free Shipping,4,5,No,No,None,Very Satisfied,14.2,7,No,Yes,Yes,No,5,230
ORD0000454,2023,9,Q3,Yes,Shopify Store,Saudi Arabia,New Customer,25-34,Male,Paid Ads,Mobile,Toys & Games,200,3,600,15,90,510,7.89,51.13,569.02,Cash on Delivery,Standard,4,5,No,No,None,Dissatisfied,15.9,8,No,No,Yes,Yes,0,0
ORD0000455,2022,10,Q4,Yes,eBay,Pakistan,Loyal Customer,25-34,Female,Email Campaign,Desktop,Electronics,1336.42,2,2672.84,10,267.28,2405.56,0,444.62,2850.18,Buy Now Pay Later,Free Shipping,5,3,Yes,No,None,Very Satisfied,11.6,5,No,No,No,Yes,11,374
ORD0000456,2022,12,Q4,No,Etsy,India,Loyal Customer,25-34,Male,Paid Ads,Mobile,Home & Kitchen,500,5,2500,40,1000,1500,16.37,266.08,1782.45,Bank Transfer,Express,2,5,No,No,None,Very Satisfied,14.6,2,No,No,No,No,6,60
ORD0000457,2021,12,Q4,No,Noon,India,VIP Customer,35-44,Male,Referral,Mobile,Food & Grocery,43.33,1,43.33,30,13,30.33,6.81,5.55,42.69,Mobile Wallet,Standard,4,5,Yes,No,None,Satisfied,25.7,7,Yes,No,No,No,27,1107
ORD0000458,2023,4,Q2,Yes,eBay,Australia,VIP Customer,35-44,Prefer not to say,Social Media,Mobile,Food & Grocery,33.77,1,33.77,10,3.38,30.39,20.88,3.01,54.28,Buy Now Pay Later,Express,3,5,Yes,No,None,Neutral,32,1,No,Yes,No,No,35,490
ORD0000459,2023,5,Q2,Yes,AliExpress,Germany,Returning Customer,45-54,Female,Social Media,Desktop,Fashion & Apparel,73.62,1,73.62,30,22.09,51.53,0,5.41,56.94,PayPal,Free Shipping,4,3,No,No,None,Satisfied,17.6,6,Yes,No,Yes,Yes,2,88
ORD0000460,2022,10,Q4,Yes,Amazon,Turkey,Returning Customer,18-24,Male,Direct,Mobile,Fashion & Apparel,72.75,3,218.25,25,54.56,163.69,6.14,29.78,199.61,Cash on Delivery,Standard,5,5,No,No,None,Very Dissatisfied,73,6,Yes,No,No,Yes,4,76
ORD0000461,2024,5,Q2,No,eBay,Australia,New Customer,65+,Male,Organic Search,Mobile,Sports & Fitness,229.26,1,229.26,0,0,229.26,5.95,14.19,249.4,Credit Card,Standard,5,5,Yes,No,None,Very Satisfied,20.3,6,No,No,No,No,0,0
ORD0000462,2024,10,Q4,No,Flipkart,Bangladesh,Loyal Customer,25-34,Male,Organic Search,Desktop,Beauty & Personal Care,44.98,3,134.94,25,33.74,101.2,0,5.67,106.87,Cash on Delivery,Free Shipping,3,4,No,No,None,Very Dissatisfied,19.9,4,Yes,No,No,No,13,351
ORD0000463,2021,7,Q3,No,AliExpress,Nigeria,Loyal Customer,25-34,Female,Social Media,Mobile,Home & Kitchen,265.73,1,265.73,20,53.15,212.58,22.54,14.86,249.98,Bank Transfer,Express,2,2,No,Yes,Not as Described,Dissatisfied,42.1,5,Yes,No,No,No,12,276
ORD0000464,2023,4,Q2,Yes,Daraz,Canada,VIP Customer,18-24,Male,Social Media,Mobile,Jewelry & Accessories,773.6,1,773.6,5,38.68,734.92,7.5,50.19,792.61,Mobile Wallet,Standard,8,2,No,No,None,Satisfied,3.9,6,Yes,No,No,No,23,368
ORD0000465,2023,5,Q2,Yes,WooCommerce,India,Loyal Customer,45-54,Female,Referral,Mobile,Health & Wellness,112.23,1,112.23,30,33.67,78.56,18.62,14.04,111.22,Mobile Wallet,Express,3,3,Yes,No,None,Satisfied,21.6,7,Yes,Yes,Yes,No,13,559
ORD0000466,2024,11,Q4,No,Etsy,India,Inactive Customer,35-44,Female,Email Campaign,Mobile,Books & Education,49.71,3,149.13,20,29.83,119.3,0,18.68,137.98,Bank Transfer,Free Shipping,5,5,No,No,None,Neutral,11.9,4,No,No,No,No,0,0
ORD0000467,2021,6,Q2,Yes,AliExpress,Egypt,Returning Customer,35-44,Prefer not to say,Email Campaign,Desktop,Electronics,1265.49,1,1265.49,5,63.27,1202.22,27.94,114.71,1344.87,PayPal,Same Day,1,2,No,Yes,Defective Product,Satisfied,56.9,2,Yes,No,Yes,Yes,1,10
ORD0000468,2021,8,Q3,Yes,Jumia,Turkey,Inactive Customer,35-44,Male,Referral,Mobile,Electronics,1322.43,2,2644.86,25,661.22,1983.64,4.31,107.21,2095.16,Bank Transfer,Standard,9,5,Yes,No,None,Very Satisfied,39.2,7,No,No,No,No,0,0
ORD0000469,2021,12,Q4,No,Etsy,Australia,Loyal Customer,18-24,Male,Organic Search,Mobile,Electronics,1581.73,1,1581.73,10,158.17,1423.56,1.21,137.31,1562.08,PayPal,Click & Collect,2,4,Yes,No,None,Satisfied,8.8,6,Yes,Yes,No,Yes,12,132
ORD0000470,2022,11,Q4,Yes,Noon,Indonesia,Inactive Customer,25-34,Male,Influencer,Mobile,Automotive,200.79,1,200.79,10,20.08,180.71,0,31.86,212.57,Credit Card,Free Shipping,7,3,Yes,No,None,Very Satisfied,113.2,8,No,No,Yes,No,1,43
ORD0000471,2021,3,Q1,No,WooCommerce,Turkey,Inactive Customer,45-54,Male,App Notification,Mobile,Home & Kitchen,397.53,2,795.06,40,318.02,477.04,5.53,40.05,522.62,Credit Card,Standard,8,5,Yes,No,None,Satisfied,129.2,4,No,Yes,No,Yes,0,0
ORD0000472,2024,11,Q4,No,eBay,UK,Returning Customer,25-34,Female,Organic Search,Desktop,Home & Kitchen,311.33,1,311.33,50,155.66,155.67,0,22.05,177.72,Mobile Wallet,Free Shipping,3,4,Yes,No,None,Very Satisfied,22,4,No,No,Yes,No,2,44
ORD0000473,2022,3,Q1,Yes,Amazon,India,New Customer,25-34,Female,Email Campaign,Mobile,Toys & Games,128.7,1,128.7,0,0,128.7,9.09,22.69,160.48,Mobile Wallet,Express,2,5,Yes,No,None,Very Satisfied,115.9,4,No,Yes,Yes,Yes,0,0
ORD0000474,2024,4,Q2,No,Amazon,UK,VIP Customer,18-24,Prefer not to say,Organic Search,Mobile,Fashion & Apparel,141.56,1,141.56,0,0,141.56,0,8.83,150.39,Mobile Wallet,Free Shipping,4,4,No,No,None,Satisfied,29.9,6,No,Yes,Yes,No,33,1551
ORD0000475,2024,7,Q3,No,Daraz,France,VIP Customer,18-24,Female,Email Campaign,Mobile,Sports & Fitness,304.03,5,1520.15,0,0,1520.15,0,283.21,1803.36,PayPal,Free Shipping,7,4,No,No,None,Very Satisfied,8.3,5,No,No,No,No,49,2107
ORD0000476,2023,2,Q1,No,Amazon,Nigeria,New Customer,45-54,Female,Social Media,Mobile,Electronics,591.67,2,1183.34,25,295.83,887.51,0,176.78,1064.29,Cryptocurrency,Free Shipping,3,4,No,No,None,Very Satisfied,1.3,8,No,No,No,No,0,0
ORD0000477,2024,10,Q4,No,eBay,Pakistan,Returning Customer,25-34,Female,Email Campaign,Mobile,Home & Kitchen,168.3,1,168.3,25,42.08,126.22,8.32,9.9,144.44,Cryptocurrency,Express,2,4,Yes,No,None,Neutral,21.5,5,Yes,No,No,No,1,42
ORD0000478,2021,4,Q2,Yes,Daraz,Pakistan,Loyal Customer,35-44,Female,Social Media,Desktop,Mobile & Tablets,452.51,1,452.51,0,0,452.51,11.36,26.96,490.83,Debit Card,Express,3,4,Yes,No,None,Very Satisfied,174,5,No,No,No,Yes,6,192
ORD0000479,2021,4,Q2,Yes,Daraz,UAE,Loyal Customer,35-44,Male,Organic Search,Mobile,Fashion & Apparel,300,2,600,10,60,540,2.74,38.24,580.98,PayPal,Standard,5,4,Yes,No,None,Very Satisfied,55.6,5,Yes,No,No,No,8,280
ORD0000480,2024,12,Q4,No,Noon,France,Returning Customer,45-54,Female,Referral,Desktop,Toys & Games,60.14,3,180.42,15,27.06,153.36,28.42,7.91,189.69,Debit Card,Same Day,1,4,No,No,None,Satisfied,34.2,7,No,No,No,No,1,28
ORD0000481,2023,8,Q3,Yes,Shopify Store,Nigeria,Loyal Customer,45-54,Female,Email Campaign,Mobile,Electronics,321.17,1,321.17,20,64.23,256.94,4.31,18.34,279.59,Mobile Wallet,Standard,6,4,Yes,No,None,Very Satisfied,18.5,12,Yes,No,No,No,9,351
ORD0000482,2024,3,Q1,Yes,Amazon,Egypt,Loyal Customer,18-24,Male,Paid Ads,Mobile,Toys & Games,111.8,3,335.4,0,0,335.4,23.83,36.16,395.39,Debit Card,Express,2,5,No,No,None,Very Satisfied,5.6,8,No,No,Yes,Yes,14,658
ORD0000483,2023,6,Q2,No,Daraz,Pakistan,Returning Customer,45-54,Male,Social Media,Mobile,Sports & Fitness,275.51,1,275.51,25,68.88,206.63,6.56,41.22,254.41,PayPal,Standard,7,4,Yes,No,None,Satisfied,37.7,3,Yes,No,Yes,No,4,148
ORD0000484,2023,7,Q3,No,Etsy,India,Loyal Customer,18-24,Prefer not to say,Referral,Tablet,Home & Kitchen,454.83,2,909.66,10,90.97,818.69,37.95,91.24,947.88,Mobile Wallet,Same Day,1,4,No,No,None,Very Dissatisfied,18.8,9,Yes,No,Yes,No,7,224
ORD0000485,2024,6,Q2,Yes,WooCommerce,Bangladesh,Returning Customer,35-44,Female,Social Media,Mobile,Sports & Fitness,130.58,1,130.58,0,0,130.58,6.98,17.25,154.81,Cryptocurrency,Standard,5,5,No,No,None,Very Satisfied,8,6,No,No,Yes,No,3,99
ORD0000486,2024,11,Q4,No,Shopify Store,UK,Returning Customer,35-44,Female,Social Media,Desktop,Sports & Fitness,125.42,3,376.26,10,37.63,338.63,8.64,41.63,388.9,Cash on Delivery,Express,3,5,No,No,None,Satisfied,36.8,10,Yes,No,No,No,4,148
ORD0000487,2023,5,Q2,Yes,Shopify Store,USA,Loyal Customer,25-34,Female,Direct,Mobile,Home & Kitchen,337.4,3,1012.2,0,0,1012.2,3.73,100.76,1116.69,Bank Transfer,Standard,6,3,No,Yes,Changed Mind,Dissatisfied,124.6,7,No,No,Yes,No,13,611
ORD0000488,2023,9,Q3,No,Daraz,Indonesia,Returning Customer,45-54,Female,Email Campaign,Mobile,Beauty & Personal Care,76.46,2,152.92,40,61.17,91.75,0,10.33,102.08,Credit Card,Free Shipping,7,5,Yes,No,None,Very Satisfied,22.9,8,No,Yes,Yes,Yes,2,34
ORD0000489,2023,1,Q1,No,Daraz,Pakistan,Returning Customer,25-34,Male,Paid Ads,Desktop,Fashion & Apparel,245.57,2,491.14,5,24.56,466.58,2.72,26.86,496.16,Credit Card,Standard,6,4,Yes,No,None,Dissatisfied,22.4,8,Yes,Yes,No,No,4,136
ORD0000490,2023,6,Q2,Yes,WooCommerce,UAE,VIP Customer,35-44,Female,Organic Search,Mobile,Sports & Fitness,238.71,1,238.71,10,23.87,214.84,39.95,20.55,275.34,Credit Card,Same Day,1,4,Yes,No,None,Satisfied,11,4,Yes,No,No,Yes,43,430
ORD0000491,2023,9,Q3,Yes,Daraz,Nigeria,VIP Customer,65+,Male,Direct,Tablet,Beauty & Personal Care,48.76,3,146.28,15,21.94,124.34,18.12,12.36,154.82,Bank Transfer,Express,2,4,No,No,None,Very Satisfied,16.9,2,No,No,No,No,48,2256
ORD0000492,2024,1,Q1,No,eBay,Saudi Arabia,Returning Customer,35-44,Female,Social Media,Desktop,Food & Grocery,61.39,1,61.39,15,9.21,52.18,10.47,3.49,66.14,Debit Card,Express,3,3,No,No,None,Very Satisfied,54.2,7,Yes,No,No,No,1,17
ORD0000493,2024,1,Q1,No,AliExpress,Nigeria,New Customer,25-34,Male,App Notification,Mobile,Beauty & Personal Care,70.47,1,70.47,10,7.05,63.42,22.79,12.59,98.8,Credit Card,Express,2,4,No,No,None,Neutral,10,7,No,No,No,No,0,0
ORD0000494,2022,10,Q4,Yes,Amazon,USA,Loyal Customer,35-44,Male,Email Campaign,Mobile,Electronics,926.17,1,926.17,15,138.93,787.24,8.72,127.52,923.48,Mobile Wallet,Express,2,4,No,No,None,Very Satisfied,68.9,6,No,No,No,No,6,228
